,hits@5_count,hits@10_count,interacted_count,recall@5,recall@10,_person_id
9974,1,1,6,0.16666666666666666,0.16666666666666666,A1NL1HJZYAD9QN
18507,5,5,6,0.8333333333333334,0.8333333333333334,ATN1SSKTJD8Z8
523,1,5,6,0.16666666666666666,0.8333333333333334,A1N9OA03PECA38
5728,4,5,6,0.6666666666666666,0.8333333333333334,ACPQRHD286KI8
5729,1,2,6,0.16666666666666666,0.3333333333333333,A1AS50CO86MKKJ
2549,5,6,6,0.8333333333333334,1.0,A26YEGM9NQI3R8
2546,5,6,6,0.8333333333333334,1.0,A1V8NBMG0PDVK1
5756,6,6,6,1.0,1.0,A3MBENSVWGUFRK
5761,6,6,6,1.0,1.0,A1S56PJQ1VL93R
16640,1,1,6,0.16666666666666666,0.16666666666666666,A2F540P3L6P5CL
2519,3,4,6,0.5,0.6666666666666666,A1L8HRCM60W0W7
5765,6,6,6,1.0,1.0,A1L2ESCNMK046Q
543,5,6,6,0.8333333333333334,1.0,AJ1ZEMJSJYDOC
16667,1,3,6,0.16666666666666666,0.5,A1C74SFQ5UMHLS
5771,0,0,6,0.0,0.0,A3LGARYJLVGIEF
6924,3,3,6,0.5,0.5,A37HVCFNNBRU6F
9940,6,6,6,1.0,1.0,A1Y20U06K7MPOR
2527,2,3,6,0.3333333333333333,0.5,A1XCSAX4BRT89Y
4604,3,4,6,0.5,0.6666666666666666,A1LKHK7CTD9LA1
4878,2,3,6,0.3333333333333333,0.5,A1A2YTFX2XC4O2
11355,2,4,6,0.3333333333333333,0.6666666666666666,A3QVI57VT1VGRO
8377,0,1,6,0.0,0.16666666666666666,ATFRPYKXCCTJX
3916,2,3,6,0.3333333333333333,0.5,AIML3W4Y9R31D
3654,4,4,6,0.6666666666666666,0.6666666666666666,A3N74RXBP7RAB
3656,6,6,6,1.0,1.0,A25906MGDUGMWX
3368,5,6,6,0.8333333333333334,1.0,A2KOFE7WWPL7DR
4246,4,6,6,0.6666666666666666,1.0,A30XM090FFPA9Q
3474,2,5,6,0.3333333333333333,0.8333333333333334,A99CILDQPTRTZ
8544,3,5,6,0.5,0.8333333333333334,A37NMVKGPGPSA9
1109,1,2,6,0.16666666666666666,0.3333333333333333,A1BNWEJ7RVPLQ1
3472,2,3,6,0.3333333333333333,0.5,AQZH7YTWQPOBE
3914,2,4,6,0.3333333333333333,0.6666666666666666,AQ55H30MZSV0Q
7993,4,6,6,0.6666666666666666,1.0,ALE3ORJUOOAHV
8816,4,5,6,0.6666666666666666,0.8333333333333334,A1X4GP6KI3K0H5
13707,6,6,6,1.0,1.0,A447BHD6BSXH7
4377,4,4,6,0.6666666666666666,0.6666666666666666,A32O5FZH994CNY
1266,2,5,6,0.3333333333333333,0.8333333333333334,AX7QMRXX81L9K
11456,4,5,6,0.6666666666666666,0.8333333333333334,A3HOBP97RKKY0M
11044,6,6,6,1.0,1.0,A1PBZ80QPDX9L5
3863,3,5,6,0.5,0.8333333333333334,A38GVBWEB58UAO
8534,4,5,6,0.6666666666666666,0.8333333333333334,A1IIX764GG3WNZ
10798,6,6,6,1.0,1.0,A1F3U4AVT7TCFT
22018,4,4,6,0.6666666666666666,0.6666666666666666,AJ9W09EUQPAKE
1355,2,2,6,0.3333333333333333,0.3333333333333333,A226MYSFCQE6G6
11336,3,5,6,0.5,0.8333333333333334,AKVWMLFXHB6X7
8215,3,4,6,0.5,0.6666666666666666,A2INX8B6VXUVW6
1443,2,3,6,0.3333333333333333,0.5,A1AWF3T8H42OW0
8461,3,4,6,0.5,0.6666666666666666,A1DK5AZMXS1QA3
10781,4,5,6,0.6666666666666666,0.8333333333333334,A32DYU82G6X3AO
1114,6,6,6,1.0,1.0,A3O24SH2K12EL7
8584,0,1,6,0.0,0.16666666666666666,A1I9B4PSCDDWOO
8714,4,6,6,0.6666666666666666,1.0,A3SMV35531YME
3617,3,4,6,0.5,0.6666666666666666,A2ZRCTIUWDZYHV
4234,6,6,6,1.0,1.0,A3OB32GWBMUFPQ
4048,2,2,6,0.3333333333333333,0.3333333333333333,AFSDOEM2R35GR
13801,6,6,6,1.0,1.0,A3U0A3LP7Q38JC
13705,3,4,6,0.5,0.6666666666666666,A2S7U162UO0ZL5
10910,5,5,6,0.8333333333333334,0.8333333333333334,A37MH7ICH80QOX
3153,2,2,6,0.3333333333333333,0.3333333333333333,A3A7FF87LEVCQ1
8577,6,6,6,1.0,1.0,A2JBJ4137N1TX3
4054,0,1,6,0.0,0.16666666666666666,A7UMC95YCRGTS
7992,4,4,6,0.6666666666666666,0.6666666666666666,A3IVTAT62XST8A
25,3,3,6,0.5,0.5,A3NUMRC41CR0UU
1317,5,5,6,0.8333333333333334,0.8333333333333334,A2VWE5SGNDS8HW
3060,6,6,6,1.0,1.0,A2YFHWFA3R3Y77
10794,3,3,6,0.5,0.5,AYXVETHUL383H
8218,2,5,6,0.3333333333333333,0.8333333333333334,A3NR6YPZDDTR7W
14287,0,3,6,0.0,0.5,A2AU7EFI21JONP
8429,4,5,6,0.6666666666666666,0.8333333333333334,ABQV29QZP2J6R
4399,4,6,6,0.6666666666666666,1.0,A3091RP0SPZLMN
11444,4,5,6,0.6666666666666666,0.8333333333333334,A11K70GWSB7A5Z
4109,2,4,6,0.3333333333333333,0.6666666666666666,A1725KPO7A5ULX
4108,6,6,6,1.0,1.0,AVBK68931HD11
3706,5,6,6,0.8333333333333334,1.0,A3J77J6A0Z1444
4106,0,1,6,0.0,0.16666666666666666,A1TXD4O7Z15FY4
8071,3,3,6,0.5,0.5,A38NJKH1ITZ6UN
8752,1,3,6,0.16666666666666666,0.5,AAP7PPBU72QFM
3885,4,6,6,0.6666666666666666,1.0,ASFH9P54G32QL
10810,4,4,6,0.6666666666666666,0.6666666666666666,A1URHYOY5NNEKE
3272,1,3,6,0.16666666666666666,0.5,A3N8RZSXKN1OR2
11324,2,5,6,0.3333333333333333,0.8333333333333334,A3MTULATO06OS5
13723,5,5,6,0.8333333333333334,0.8333333333333334,A2I3D2NX4XKZYJ
1484,1,2,6,0.16666666666666666,0.3333333333333333,AOY9SZTMNQWAW
3424,1,2,6,0.16666666666666666,0.3333333333333333,A14BGBOZ94S3JW
8070,6,6,6,1.0,1.0,A1CQGAPQMN41LV
3874,1,3,6,0.16666666666666666,0.5,A3H2CKTFZ3B3GD
3433,6,6,6,1.0,1.0,A1T81IM4UMV468
14953,4,4,6,0.6666666666666666,0.6666666666666666,A172VRBP4BZXK6
1337,0,0,6,0.0,0.0,ADJBUPS8SJHTC
4278,2,3,6,0.3333333333333333,0.5,A3THYM7XMB8B0U
3389,3,4,6,0.5,0.6666666666666666,A2PEVP36Y5A2EQ
14400,6,6,6,1.0,1.0,A2ATWKOFJXRRR1
4263,6,6,6,1.0,1.0,A2K3SI1VWKQCJ6
14965,6,6,6,1.0,1.0,A33JTEMYGCO69V
1428,3,4,6,0.5,0.6666666666666666,A2WE2H77T5KE1H
1072,0,3,6,0.0,0.5,A3K7YM7202SV8M
3169,4,5,6,0.6666666666666666,0.8333333333333334,A1PP6XJ1MDSQSW
3817,3,5,6,0.5,0.8333333333333334,AS7SB0A3QKVQV
3674,3,4,6,0.5,0.6666666666666666,A456NFKWB68YD
3292,6,6,6,1.0,1.0,A1EHITIFB0SATL
14308,5,5,6,0.8333333333333334,0.8333333333333334,A3VBVDOMJT49GH
8517,2,2,6,0.3333333333333333,0.3333333333333333,A1L0SUHFS9LHPA
1345,5,6,6,0.8333333333333334,1.0,A1LK3UVIQQ0ZLQ
217,6,6,6,1.0,1.0,A2SH7OWE8QJYNC
8025,5,6,6,0.8333333333333334,1.0,A1K5LVT31CG1IH
156,5,5,6,0.8333333333333334,0.8333333333333334,A7YMD8MSOBO1I
1174,6,6,6,1.0,1.0,A3S6Z40B05K64H
8438,0,1,6,0.0,0.16666666666666666,A27IEH7MJOOA8R
3675,5,5,6,0.8333333333333334,0.8333333333333334,A3GWJCJ6VPF6LJ
10676,6,6,6,1.0,1.0,A38Z8ZXX1BPFRL
151,6,6,6,1.0,1.0,AKYQDQW96NKL1
3283,2,3,6,0.3333333333333333,0.5,A12DY8SIJI0WR9
3184,3,5,6,0.5,0.8333333333333334,AN0U0GNJJPEUR
3678,2,3,6,0.3333333333333333,0.5,A13O359A2KX7YY
20964,6,6,6,1.0,1.0,AWJXAAAHKCKQL
10670,3,3,6,0.5,0.5,A2L12L13HKKC91
4158,3,3,6,0.5,0.5,A3AZ4O4I9S4668
14539,4,6,6,0.6666666666666666,1.0,A3M1PA1C98XNGN
1244,6,6,6,1.0,1.0,A1TU6062BH1BPQ
14473,0,2,6,0.0,0.3333333333333333,A2NLR8Q1D79S62
7850,4,6,6,0.6666666666666666,1.0,AGFGY4EJ37VS2
4184,5,5,6,0.8333333333333334,0.8333333333333334,ANCOMAI0I7LVG
1575,1,2,6,0.16666666666666666,0.3333333333333333,AW1493ZQTQ2ET
3329,3,3,6,0.5,0.5,A1YUL9PCJR3JTY
3556,0,2,6,0.0,0.3333333333333333,AOPGDH5M54SWN
4013,2,3,6,0.3333333333333333,0.5,A3KWQ2ID3VIAAZ
10960,4,5,6,0.6666666666666666,0.8333333333333334,A3QVW8NFY4C4I1
261,4,5,6,0.6666666666666666,0.8333333333333334,A102Z3T7NSM5KC
11528,5,6,6,0.8333333333333334,1.0,A1FT7QFKNHL9DT
8698,4,5,6,0.6666666666666666,0.8333333333333334,A18QI1V17JMUEC
14649,5,6,6,0.8333333333333334,1.0,A17ATPLQLVAS1W
15171,4,4,6,0.6666666666666666,0.6666666666666666,A4FPTKIZYA7XQ
4200,6,6,6,1.0,1.0,A21VK1K049353D
7902,6,6,6,1.0,1.0,A2N0V6GUH28XMN
14151,6,6,6,1.0,1.0,AVD84S2TVCP9H
11,6,6,6,1.0,1.0,A3IQ0P3M39IY8U
1370,5,5,6,0.8333333333333334,0.8333333333333334,A35A0BG4ZUWVOI
3965,4,4,6,0.6666666666666666,0.6666666666666666,A1D33G7EWFASGN
22612,6,6,6,1.0,1.0,A2IUVG4EIJVYWX
15088,5,6,6,0.8333333333333334,1.0,A741547755BZ2
8278,1,3,6,0.16666666666666666,0.5,AVT9Q9PTUCDMR
267,2,2,6,0.3333333333333333,0.3333333333333333,AVXGN90BU95P8
8263,4,5,6,0.6666666666666666,0.8333333333333334,AYOJ4CX2CZP7Y
14626,6,6,6,1.0,1.0,A14WCM5XDC1UT3
7801,4,5,6,0.6666666666666666,0.8333333333333334,A1SMUB9ASL5L9Y
4177,3,4,6,0.5,0.6666666666666666,A2GPJR489OIH42
1124,0,3,6,0.0,0.5,A3JJ21YCMGSKGH
3527,6,6,6,1.0,1.0,A301J9RPO40WUF
15301,6,6,6,1.0,1.0,A1F5ZAUCP4KDVG
14096,5,5,6,0.8333333333333334,0.8333333333333334,A21Z8FUB9IZI2L
3541,6,6,6,1.0,1.0,A3SWD90ZIF0UBL
9048,3,3,6,0.5,0.5,A2UMQT1HJTEQJF
1126,5,5,6,0.8333333333333334,0.8333333333333334,A2MBGWTD6ZQXHM
4178,2,5,6,0.3333333333333333,0.8333333333333334,A28OB1QLXN5BM6
3840,5,5,6,0.8333333333333334,0.8333333333333334,A1J7FYIW9N02GW
7817,2,3,6,0.3333333333333333,0.5,AW3H09TT8YDQG
7821,6,6,6,1.0,1.0,AZXNB4Q5QCO2P
3545,3,5,6,0.5,0.8333333333333334,A357EQO27VKAF
14643,6,6,6,1.0,1.0,A1YXOVCKCOC7N8
8292,6,6,6,1.0,1.0,A3BNFWL5MVD57S
9044,1,1,6,0.16666666666666666,0.16666666666666666,A2HPVNZZF15W93
8291,5,5,6,0.8333333333333334,0.8333333333333334,A2WSI8HOWHFDOT
4531,4,4,6,0.6666666666666666,0.6666666666666666,A37GRFP6VMUXKT
8693,4,5,6,0.6666666666666666,0.8333333333333334,ANU0X37P45XMD
9017,5,5,6,0.8333333333333334,0.8333333333333334,A36POX7YE2TK0T
20638,3,6,6,0.5,1.0,A3EUSH8DPW75LR
3509,6,6,6,1.0,1.0,A916DXE9W36GF
10526,4,4,6,0.6666666666666666,0.6666666666666666,AUBQBJRXL7QR4
15160,6,6,6,1.0,1.0,A1C3Z9RO1BKMYF
1049,5,6,6,0.8333333333333334,1.0,A22DUZU3XVA8HA
4437,2,4,6,0.3333333333333333,0.6666666666666666,A3VQE7ADIC7XU5
104,1,2,6,0.16666666666666666,0.3333333333333333,A3UPYGJKZ0XTU4
3249,5,5,6,0.8333333333333334,0.8333333333333334,A3HMU9SPCDHHHJ
10531,3,3,6,0.5,0.5,A157UIVPN0NYNN
4227,0,1,6,0.0,0.16666666666666666,A1KXONFPU2XQ5K
7949,4,4,6,0.6666666666666666,0.6666666666666666,AXW1O6Q92XF0Z
13659,5,5,6,0.8333333333333334,0.8333333333333334,A36TDC5SGAN0EP
1533,3,5,6,0.5,0.8333333333333334,ABCNO99OFECJ0
4421,3,4,6,0.5,0.6666666666666666,A3FSGRQHSNX2QY
3603,3,3,6,0.5,0.5,A33H58TBFG3GSV
1402,4,6,6,0.6666666666666666,1.0,A3BJOYY5ZWF5VM
3500,3,3,6,0.5,0.5,AB17Y03366TV4
4413,6,6,6,1.0,1.0,A2OJG3G6INH68U
3315,4,5,6,0.6666666666666666,0.8333333333333334,A3M0IGG6NGMQXP
4410,2,2,6,0.3333333333333333,0.3333333333333333,A2652GT2TQE7P4
17,3,3,6,0.5,0.5,A341BG8RMH8QW
8593,5,5,6,0.8333333333333334,0.8333333333333334,A2D3OV7946T614
3250,4,4,6,0.6666666666666666,0.6666666666666666,A1JH5J1KQAUBMP
13932,2,3,6,0.3333333333333333,0.5,A3R8PXSFGY9MC2
1449,6,6,6,1.0,1.0,A12HLBWCOXVD8
1238,6,6,6,1.0,1.0,A3QNLYESISQMJH
186,6,6,6,1.0,1.0,AGJETJR3V1XDA
22308,2,3,6,0.3333333333333333,0.5,A1N01YOBWF8WDP
111,2,3,6,0.3333333333333333,0.5,A5H86XYSS0OU6
1325,6,6,6,1.0,1.0,A7AP27URZ1Y2
8617,3,3,6,0.5,0.5,A3JCVDCHEZEM4T
8416,4,4,6,0.6666666666666666,0.6666666666666666,A2LTGSJ902DI73
247,2,4,6,0.3333333333333333,0.6666666666666666,A1QVQ7UJY4VASG
3404,5,5,6,0.8333333333333334,0.8333333333333334,A12OB10E5L01V0
1133,3,5,6,0.5,0.8333333333333334,A2LAS014NSRW72
7918,6,6,6,1.0,1.0,ADX8CYIOXOOYX
7920,1,2,6,0.16666666666666666,0.3333333333333333,A1TT5T47AVDDBM
14702,2,3,6,0.3333333333333333,0.5,AAYC5IIXAM7UQ
11505,0,2,6,0.0,0.3333333333333333,A2QRKGI8C6C4VO
9007,5,5,6,0.8333333333333334,0.8333333333333334,A1N434EIZ6SY78
11206,4,6,6,0.6666666666666666,1.0,A1HFBVC2S6VEY9
4460,0,1,6,0.0,0.16666666666666666,A3P3UOHYBFRGJN
1193,2,3,6,0.3333333333333333,0.5,A23GRXCXQU3SM8
244,1,5,6,0.16666666666666666,0.8333333333333334,A3ORV1QBL4K9U1
1302,4,6,6,0.6666666666666666,1.0,A3THEG0O151CO6
595,3,4,5,0.6,0.8,A3MVAN55WKCGR7
3397,2,3,5,0.4,0.6,A1APNR15UXR4JT
18240,2,2,5,0.4,0.4,A2X9TSWP9AZFS4
590,3,3,5,0.6,0.6,A3GNS13G88JDOU
2463,3,4,5,0.6,0.8,A2HSYJPICFAL05
12404,4,5,5,0.8,1.0,A20FK68BUB1IVA
584,4,5,5,0.8,1.0,A135NSTCX38DEI
82,5,5,5,1.0,1.0,A1QJLBSF78SPDJ
20465,4,4,5,0.8,0.8,A2IE5OUZ87QPYR
18258,4,4,5,0.8,0.8,AVQ9T0BC4PCVS
21535,0,1,5,0.0,0.2,A135Y35RRGHY3G
12310,3,3,5,0.6,0.6,AGZK126DNQ2FN
11185,2,5,5,0.4,1.0,A1ZPY91VE3IDN1
5790,3,3,5,0.6,0.6,A32ZGQ60J29IEW
9944,3,5,5,0.6,1.0,A2T3YR2LOSZO2K
18484,4,4,5,0.8,0.8,A13DHT9IJA4J13
3944,1,4,5,0.2,0.8,A3LEN0P07MGJE2
10766,2,3,5,0.4,0.6,A1UKEAPOCQ3Y6G
11207,1,1,5,0.2,0.2,ADSF335QXE4IP
3959,0,0,5,0.0,0.0,A3M1R5Q6OQ37RQ
2540,2,5,5,0.4,1.0,A2GGSOEKD5VCPK
5897,3,3,5,0.6,0.6,A2MVUTW2WM4VL6
12288,5,5,5,1.0,1.0,A1GMOKVA32KDBF
21532,4,4,5,0.8,0.8,A3AZI828WJN1CD
5751,1,2,5,0.2,0.4,A3Q7ZL6TPRX2Y
5750,5,5,5,1.0,1.0,A3JAPMZJ8GYRB8
11214,4,5,5,0.8,1.0,A2KQPVZQC3B1ZC
5742,4,4,5,0.8,0.8,A10BZSGALQPS0V
18541,2,3,5,0.4,0.6,A1GV0VDD7A6TVH
5731,4,4,5,0.8,0.8,A2GPEV42IO41CI
9965,5,5,5,1.0,1.0,A33ULGLKE24W5N
18427,1,1,5,0.2,0.2,A3M6TSEV71537G
9925,0,0,5,0.0,0.0,A3OEECMCM2T4KQ
18411,5,5,5,1.0,1.0,AGA6C1UQDNQ1P
5812,1,2,5,0.2,0.4,A24913NBFWINUA
579,1,3,5,0.2,0.6,A31RULW0KNYJ5H
3884,2,2,5,0.4,0.4,A633NIAR4JJAR
3378,0,0,5,0.0,0.0,A2I3I0E3NR5I5A
3902,2,5,5,0.4,1.0,A2CZ98V784SRJ0
2489,1,1,5,0.2,0.2,A2Z7TU96G2WB9B
5871,2,3,5,0.4,0.6,A1IFX6LUFBK5ZS
18319,1,3,5,0.2,0.6,AORT3BGJ6RK7R
11141,2,3,5,0.4,0.6,A3H9YD6K9TVKDP
5869,4,5,5,0.8,1.0,A146H6A41B26QT
12364,4,5,5,0.8,1.0,A1PSJD6LZQ50Z1
12360,5,5,5,1.0,1.0,A1W74BG6KAHNFH
5861,4,4,5,0.8,0.8,A2NAUT9IM5HB0J
2499,4,5,5,0.8,1.0,A29CUCGRX04TS8
2504,4,4,5,0.8,0.8,A1VS0QV9IKFW3U
3910,5,5,5,1.0,1.0,A3HTKV1AW14EDB
18389,1,4,5,0.2,0.8,A2OG83SEU9HL6D
3369,3,4,5,0.6,0.8,A3VKSMT3N8TECH
3847,3,5,5,0.6,1.0,A3CNM18PWKI1Z9
18408,5,5,5,1.0,1.0,A2OSERGXBYMPJ0
5817,3,3,5,0.6,0.6,A24QVHHT8CFPID
3718,4,4,5,0.8,0.8,A8GR4PH5NW96V
3844,3,5,5,0.6,1.0,A13NJZ1M018A7C
9776,4,4,5,0.8,0.8,ATECU14VUIOJ0
10987,3,3,5,0.6,0.6,A2NBOL825B93OM
3600,5,5,5,1.0,1.0,A3N9XJQKR3F2RQ
693,3,5,5,0.6,1.0,A3O0I3Y8G9EMWU
12653,5,5,5,1.0,1.0,A2CKBVQTR6NVOY
6274,1,1,5,0.2,0.2,A1JJGOFWU48R5U
17624,5,5,5,1.0,1.0,A1VV72295OP6B4
9703,4,5,5,0.8,1.0,ARH9IQEMFKR6M
11006,2,4,5,0.4,0.8,A9ANEOMLGFYCD
9709,3,3,5,0.6,0.6,A2H7UR0732586E
12633,4,5,5,0.8,1.0,A2SKIUWJRJX9O6
6254,5,5,5,1.0,1.0,A11ATXABJX9G79
6239,5,5,5,1.0,1.0,A3IOPFET2TJ4XC
10933,2,3,5,0.4,0.6,A329XLI71Q8HI6
10928,1,1,5,0.2,0.2,A3FHSLWEMH7JD8
3491,5,5,5,1.0,1.0,A1NSMQIF1C2VCE
9744,3,3,5,0.6,0.6,A2CW9IQAPFEYLM
6231,5,5,5,1.0,1.0,A3I95419LN9XN0
2316,5,5,5,1.0,1.0,A1ET0V23KDWI5U
2318,1,2,5,0.2,0.4,A30DHPWGVRCELQ
17705,3,5,5,0.6,1.0,A3H1BG2GPDBIAI
3488,1,4,5,0.2,0.8,A1PFNVHLSDNDXW
9757,1,2,5,0.2,0.4,AAXIW3SRA0S4R
11028,5,5,5,1.0,1.0,A3LZG1QQ1KMVX3
17714,3,3,5,0.6,0.6,AJLNRMQAPCTI9
10909,2,3,5,0.4,0.6,ADB8XCKNSDY5Z
6187,3,4,5,0.6,0.8,A1TG7MLGDO2OFL
2337,4,5,5,0.8,1.0,A2QTICZOQI62V9
10984,2,4,5,0.4,0.8,A20Y0TCBU79GXU
9673,4,5,5,0.8,1.0,ATEK42J1YBKPB
6290,3,4,5,0.6,0.8,A1JUKS0DSO2XZG
6368,4,5,5,0.8,1.0,AY22D7JL4DAU3
3528,5,5,5,1.0,1.0,A1H2AV5GVGV1B8
6410,1,3,5,0.2,0.6,AR2DE47VCY1C8
22257,5,5,5,1.0,1.0,A2KY76HK8DYRL3
716,0,1,5,0.0,0.2,A3NALTG52VTTBI
6378,3,4,5,0.6,0.8,A1CEGCC13UG15N
22256,5,5,5,1.0,1.0,A3UJN94DC0QRO1
2241,2,3,5,0.4,0.6,A28P4OU54QVN8T
6375,3,3,5,0.6,0.6,A3B2DFMVEIT8TS
5,5,5,5,1.0,1.0,AHFKFSBQJGO0R
12721,3,3,5,0.6,0.6,A1RJD10TTI568L
24789,5,5,5,1.0,1.0,A3DKT98527UJSR
10977,2,3,5,0.4,0.6,A1JBVXS66T1T79
12718,3,4,5,0.6,0.8,A1GSTCPM8NRZRV
12691,1,4,5,0.2,0.8,A2UTKYA2U8542F
17488,2,4,5,0.4,0.8,A22QYHBCUK7G69
17489,2,2,5,0.4,0.4,A1Z3V0SOB9D9VP
17509,4,4,5,0.8,0.8,AB5E23ZV79CVZ
10980,3,4,5,0.6,0.8,AZFHSPEZUPGD2
2261,1,2,5,0.2,0.4,A35JTVM6A5T2VF
2263,5,5,5,1.0,1.0,A3KMDMHN9HSY1Z
17547,4,5,5,0.8,1.0,A2EMSMOP8Z4WCS
12,0,0,5,0.0,0.0,A10G4BPT5MGBHY
3510,4,5,5,0.8,1.0,A1VT804QG340FV
6304,4,4,5,0.8,0.8,A2Z44AN3F2IN61
2271,1,1,5,0.2,0.2,A2HL7R8R23NERT
6298,5,5,5,1.0,1.0,A2ZBOGVULTN8AC
3477,2,3,5,0.4,0.6,A3P3FWGGDQPL7C
6162,3,4,5,0.6,0.8,A2ESOF0E2FTXXL
5945,5,5,5,1.0,1.0,A3FMUAPNAK3JGU
40,4,5,5,0.8,1.0,A3QDDEW6RXVEAY
17968,5,5,5,1.0,1.0,AETMW32J8CZJU
3773,5,5,5,1.0,1.0,A30WJKGX1XG19Q
626,2,2,5,0.4,0.4,A1HM4GGGNKZ37B
3774,2,4,5,0.4,0.8,A164W39U7L0Y5Y
3812,5,5,5,1.0,1.0,A1WFMMP7L8WCGC
18024,1,1,5,0.2,0.2,A39NS429FYXAD1
3813,4,4,5,0.8,0.8,A1VOPP2OFITP7D
6019,3,3,5,0.6,0.6,A5ZVJ9A6H1YL1
12454,4,5,5,0.8,1.0,A3G4YXEDJQFZG3
18078,4,5,5,0.8,1.0,A22QFL2QV9336P
18091,5,5,5,1.0,1.0,A16GI66NOVK99J
3815,4,5,5,0.8,1.0,AH0DVI73RU1ZC
3821,5,5,5,1.0,1.0,A39Y72MM4YW460
5996,2,2,5,0.4,0.4,A3A2OYPLC1CT4Y
5995,2,2,5,0.4,0.4,A142HAT43L5W4W
9832,5,5,5,1.0,1.0,A2CVOE17KS4RTO
2435,2,3,5,0.4,0.6,A147SS0ZPZPPFC
75,2,3,5,0.4,0.6,AHN86VFJIJ2JP
18125,3,4,5,0.6,0.8,A1LQI1KZMDT008
21740,4,4,5,0.8,0.8,A3FYRXOCRLIDTK
3836,0,0,5,0.0,0.0,A3PNBDW3Q5AUFM
12448,5,5,5,1.0,1.0,AY04J5N4BJA2Z
12441,4,4,5,0.8,0.8,A3UO90FEXQNHRD
12425,5,5,5,1.0,1.0,A1DJW1R7070SZG
12423,5,5,5,1.0,1.0,A2DNTOD7JX93NP
5954,4,4,5,0.8,0.8,A2H1W8V6R9TJ9E
3401,5,5,5,1.0,1.0,A1LH7RNJDSNCUD
22404,2,2,5,0.4,0.4,A3A5UDBYMTABG
3748,5,5,5,1.0,1.0,A2JKIP04WG5B2Z
21899,3,4,5,0.6,0.8,A3GOW09TPMKS5J
6094,2,4,5,0.4,0.8,A1JQKR09IE2D4Z
6158,2,5,5,0.4,1.0,A9JLE9BISQFUB
9791,0,0,5,0.0,0.0,A3PWF2AQ5XYALW
3662,5,5,5,1.0,1.0,A1EKF9JFF1XWSV
17833,1,1,5,0.2,0.2,A1AHYCO2YWXXG5
6147,2,3,5,0.4,0.6,AKR4DH6WLF6GG
22346,4,4,5,0.8,0.8,A3326UC548HDXO
17846,4,4,5,0.8,0.8,A2KGKNQHOK4C8A
6116,1,2,5,0.2,0.4,A3IH73YPH07FTP
17904,3,4,5,0.6,0.8,A1TWTULVD6F22O
1207,4,4,5,0.8,0.8,A1FWKX2AQ2F3MV
17925,3,3,5,0.6,0.6,AGHIV0V0ON7MO
6099,4,5,5,0.8,1.0,A1EJKQD72ZO2AP
44,5,5,5,1.0,1.0,A2UC2SKP2CZ0NX
3719,2,2,5,0.4,0.4,AUF0OPKICU6D4
10888,4,4,5,0.8,0.8,A1MPQWXSTD511G
640,0,0,5,0.0,0.0,A3DHHQ2NGXOUAH
3458,5,5,5,1.0,1.0,A1UMFRK5YTITOY
3685,5,5,5,1.0,1.0,A3ROZZ6GSY2G9W
10866,4,4,5,0.8,0.8,A1WD8PRZ5VQCS0
6070,0,1,5,0.0,0.2,A1V9PO1YB4CPST
635,5,5,5,1.0,1.0,A3R88NCGW3YT7W
3703,4,4,5,0.8,0.8,A2K3PFFUT0JR72
2391,0,1,5,0.0,0.2,A3JVE1D10L1CFA
6067,5,5,5,1.0,1.0,AWOYUHJ5XYGDD
10860,2,5,5,0.4,1.0,A3G16L6SE9WQJW
12263,4,5,5,0.8,1.0,A1CNDHO5B0V24B
12267,4,5,5,0.8,1.0,A1HXIKTGKH9VF2
10055,1,1,5,0.2,0.2,AG7R3MMF8QLDT
3971,4,4,5,0.8,0.8,A3LN4AOPBIUQWR
19806,5,5,5,1.0,1.0,A2VILHD754Z0H6
358,5,5,5,1.0,1.0,A19RXNPFGFKDQR
19850,2,3,5,0.4,0.6,AQIBFWWA8UWKF
4950,3,4,5,0.6,0.8,A3K5FR4LTO7E9V
2901,5,5,5,1.0,1.0,A2XH6KI5ZLRLPS
4946,0,0,5,0.0,0.0,A1FAXLUC3IGHPM
2906,3,5,5,0.6,1.0,A1AKVMTGXXNT7Y
4934,5,5,5,1.0,1.0,ABGR2YDH1G6UZ
4928,3,3,5,0.6,0.6,A3LJIQQNC2D19B
19924,4,4,5,0.8,0.8,A24266OGWA64M6
11726,3,5,5,0.6,1.0,AY3ZGCTY5BOJ0
2917,5,5,5,1.0,1.0,A2KVGS0V3LJKA3
11714,4,5,5,0.8,1.0,A32DKP174K0EZE
11703,5,5,5,1.0,1.0,A1JCIVY6RSAPV5
4887,2,5,5,0.4,1.0,A35YEXS1E1PYSN
11698,4,5,5,0.8,1.0,APD3VOIG1875S
12741,2,4,5,0.4,0.8,AM0AQ3VUR77XR
11697,5,5,5,1.0,1.0,A2EOX5XAVNXE2O
19981,5,5,5,1.0,1.0,A2JHXTPZ5F89I4
2929,2,2,5,0.4,0.4,A204G7E13UW2B0
4868,5,5,5,1.0,1.0,A22PRJ8BG5GQ0J
10389,4,5,5,0.8,1.0,A26BWRBPP4V2WF
11472,2,2,5,0.4,0.4,ANS3TWQTZLXGN
4380,3,4,5,0.6,0.8,A3VARHNKHREQHB
2949,3,5,5,0.6,1.0,AEJAGHLC675A7
4388,3,4,5,0.6,0.8,A3VZDGHSBF0F4Y
