,hits@5_count,hits@10_count,interacted_count,recall@5,recall@10,_person_id
497,111,144,199,0.5577889447236181,0.7236180904522613,A2F6N60Z96CAJI
1404,54,76,92,0.5869565217391305,0.8260869565217391,AHUT55E980RDR
434,47,58,67,0.7014925373134329,0.8656716417910447,A320TMDV6KCFU
421,25,41,65,0.38461538461538464,0.6307692307692307,A2TX179XAT5GRP
1001,58,61,64,0.90625,0.953125,A3U7ELIED4WP4R
67,20,27,58,0.3448275862068966,0.46551724137931033,A1K1JW1C5CUSUZ
564,42,44,50,0.84,0.88,A14I311IIUMBWC
1537,23,38,49,0.46938775510204084,0.7755102040816326,A2VQNF5HS9KJDD
939,23,33,47,0.48936170212765956,0.7021276595744681,AFVZXHIUSXINA
1591,33,40,46,0.717391304347826,0.8695652173913043,A22B13EJTZKCTM
20,6,16,46,0.13043478260869565,0.34782608695652173,A22RY8N8CNDF3A
5541,2,3,44,0.045454545454545456,0.06818181818181818,A26JGAM6GZMM4V
698,33,40,43,0.7674418604651163,0.9302325581395349,A13QTZ8CIMHHG4
1467,34,36,42,0.8095238095238095,0.8571428571428571,A3KR1H0TMY05U4
1350,5,9,42,0.11904761904761904,0.21428571428571427,A1M8PP7MLHNBQB
1375,26,33,42,0.6190476190476191,0.7857142857142857,AC1K4OQOZ90RS
95,26,33,41,0.6341463414634146,0.8048780487804879,A2GBJQ9THOYDAJ
895,18,28,41,0.43902439024390244,0.6829268292682927,A25KKXUQQ0OLWB
6632,32,38,40,0.8,0.95,A2UVDPBRZTWN6S
840,39,40,40,0.975,1.0,A3JB97XCAKPIQA
1273,22,29,40,0.55,0.725,A1D5RCOILPC9LX
1840,19,25,39,0.48717948717948717,0.6410256410256411,A1D2C0WDCSHUWZ
855,27,33,38,0.7105263157894737,0.868421052631579,A2EMIIHBL60K7L
3361,19,25,38,0.5,0.6578947368421053,A27R2V3WLS43LP
2631,22,35,38,0.5789473684210527,0.9210526315789473,AKPKPMWM6IIU5
428,4,10,36,0.1111111111111111,0.2777777777777778,A1NATT3PN24QWY
2,9,17,36,0.25,0.4722222222222222,AMX0PJKV4PPNJ
4222,34,34,35,0.9714285714285714,0.9714285714285714,A380JFP02KLOU
5604,5,11,34,0.14705882352941177,0.3235294117647059,A1LI7KZH6VHPAQ
3686,4,6,34,0.11764705882352941,0.17647058823529413,A13G1TKIKHGV3F
3422,34,34,34,1.0,1.0,A1I5JKKMD84DRU
1942,29,31,33,0.8787878787878788,0.9393939393939394,APBF8YPKN9LFL
185,18,27,33,0.5454545454545454,0.8181818181818182,A1CNQTCRQ35IMM
1106,24,26,33,0.7272727272727273,0.7878787878787878,AN8C7BGR98HLN
2125,19,27,32,0.59375,0.84375,A6XR7Y415RPD0
3558,6,15,32,0.1875,0.46875,A21NVBFIEQWDSG
1280,15,25,31,0.4838709677419355,0.8064516129032258,ACGQBAGOS2G6O
539,26,29,31,0.8387096774193549,0.9354838709677419,ABUY5XK1R4YYZ
1234,23,26,31,0.7419354838709677,0.8387096774193549,A1IOJE0W1NXOSE
57,16,20,31,0.5161290322580645,0.6451612903225806,A3OL1AX1IODBYL
1534,19,24,31,0.6129032258064516,0.7741935483870968,A2CR57GAJKNWVV
3240,25,28,31,0.8064516129032258,0.9032258064516129,A3B48AN8JID1JK
5549,18,28,30,0.6,0.9333333333333333,A2WY52YD5GAEIB
49,24,25,29,0.8275862068965517,0.8620689655172413,A1CTXKA2C7BSC8
304,8,13,29,0.27586206896551724,0.4482758620689655,AHD101501WCN1
3484,15,23,29,0.5172413793103449,0.7931034482758621,A1N1YEMTI9DJ86
5927,12,20,29,0.41379310344827586,0.6896551724137931,A1POFVVXUZR3IQ
359,22,25,29,0.7586206896551724,0.8620689655172413,A2X6WMYTYRE130
2064,21,28,28,0.75,1.0,A1JKGTL51HHTU1
529,16,25,28,0.5714285714285714,0.8928571428571429,A2IF83HCHVSRW2
1601,27,27,28,0.9642857142857143,0.9642857142857143,A3QW3JI0ZK13PI
2393,19,21,28,0.6785714285714286,0.75,A2TSTJP0B3A3H5
1022,10,18,28,0.35714285714285715,0.6428571428571429,A8N3FYDA2VUYY
597,9,16,28,0.32142857142857145,0.5714285714285714,A1BI8PUEHA5CHW
488,23,25,27,0.8518518518518519,0.9259259259259259,A3M3W5GV0HIQK4
1487,19,22,27,0.7037037037037037,0.8148148148148148,A1S3IN6CSTBPY6
3998,24,26,27,0.8888888888888888,0.9629629629629629,A1MIXHFSMNEE42
1331,17,25,27,0.6296296296296297,0.9259259259259259,A3Z9QN0RCOHEY
3644,24,27,27,0.8888888888888888,1.0,A3R6PYQRPAZE0K
1632,12,21,26,0.46153846153846156,0.8076923076923077,A184CV1WH222HX
569,12,17,26,0.46153846153846156,0.6538461538461539,A3PGGI7A6XCNF1
1787,18,26,26,0.6923076923076923,1.0,A1I6U5AQAT3ZG9
2836,25,26,26,0.9615384615384616,1.0,A2ZHH7AK83JB5G
293,20,25,26,0.7692307692307693,0.9615384615384616,A1XRQ6YJ7HXQFQ
4233,20,22,25,0.8,0.88,A19UT0OPQCDR8
827,11,15,25,0.44,0.6,A2ODBHT4URXVXQ
4803,15,22,25,0.6,0.88,A24ZMNWTW8AQUR
320,6,11,25,0.24,0.44,A1E2NA2F4RTQ9B
2560,23,24,25,0.92,0.96,A2SC9K7MEM01J4
438,10,12,25,0.4,0.48,A1G37DFO8MQW0M
5014,14,21,25,0.56,0.84,A2PD27UKAD3Q00
1694,16,17,25,0.64,0.68,A1X8VZWTOG8IS6
2476,15,21,24,0.625,0.875,ANSX922QNYA67
1465,13,18,24,0.5416666666666666,0.75,A33EVEMS61JYRQ
4782,3,3,24,0.125,0.125,A2OJW07GQRNJUT
2746,19,22,24,0.7916666666666666,0.9166666666666666,A3DHLK8J85U32F
1401,15,18,24,0.625,0.75,A39650P2CZUUC9
1452,9,12,24,0.375,0.5,A1T17LMQABMBN5
636,14,21,24,0.5833333333333334,0.875,A2ANWGPM3M2JPD
2762,24,24,24,1.0,1.0,A20XM6F911RIDE
6478,16,18,23,0.6956521739130435,0.782608695652174,AISUSPFYY68RO
103,7,9,23,0.30434782608695654,0.391304347826087,A2MF2QVSCUI27G
2553,21,23,23,0.9130434782608695,1.0,A3Q6CMXMGESPOG
8685,8,17,23,0.34782608695652173,0.7391304347826086,A1J6UA1MD96SKE
4706,19,22,23,0.8260869565217391,0.9565217391304348,A17U562HOY2OQV
3621,1,2,23,0.043478260869565216,0.08695652173913043,A9Q28YTLYREO7
4811,17,21,23,0.7391304347826086,0.9130434782608695,A3AVRSSNHRMNEI
176,12,16,23,0.5217391304347826,0.6956521739130435,A1MC6BFHWY6WC3
3048,11,14,23,0.4782608695652174,0.6086956521739131,A28WJUJF6D2ULA
2248,3,6,23,0.13043478260869565,0.2608695652173913,AIEEK7AHXKZCC
1166,14,19,22,0.6363636363636364,0.8636363636363636,A3FMZ98X1GIYV9
3942,20,20,22,0.9090909090909091,0.9090909090909091,A7XA3FEADAM6G
2961,14,19,22,0.6363636363636364,0.8636363636363636,A3VMCKYN22X0CO
4497,15,18,22,0.6818181818181818,0.8181818181818182,A2EDZH51XHFA9B
2619,17,20,22,0.7727272727272727,0.9090909090909091,A24U6WGBZ4P74W
1865,9,16,22,0.4090909090909091,0.7272727272727273,A3A6GXILVT9JNW
1841,19,21,22,0.8636363636363636,0.9545454545454546,A2UMAQ532HI9S
1091,15,18,22,0.6818181818181818,0.8181818181818182,A1RZ3Y7ZT95KW1
8114,4,10,21,0.19047619047619047,0.47619047619047616,A1GQAKL9CGQLP1
4774,3,6,21,0.14285714285714285,0.2857142857142857,A3R19YKNL641X3
2872,13,15,21,0.6190476190476191,0.7142857142857143,A4SKIA2A7IDRX
3180,6,16,21,0.2857142857142857,0.7619047619047619,AN0XWUHSHRUG6
139,12,13,21,0.5714285714285714,0.6190476190476191,A2BZCHIDR5FTYA
2161,12,15,21,0.5714285714285714,0.7142857142857143,A3EUS4JC68Q476
5867,14,19,21,0.6666666666666666,0.9047619047619048,A3FI4OAOQYQWHH
8995,15,17,21,0.7142857142857143,0.8095238095238095,A2O5RT4RCC4NU2
2780,12,18,21,0.5714285714285714,0.8571428571428571,A1RVEANXG6997O
5796,12,16,21,0.5714285714285714,0.7619047619047619,A2S3CQ90I4DQVX
2278,12,14,21,0.5714285714285714,0.6666666666666666,A2H44WVZS59KKT
277,3,5,21,0.14285714285714285,0.23809523809523808,A20IIR0422G3A5
8426,20,20,21,0.9523809523809523,0.9523809523809523,A2VXSQHJWZAQGY
2023,15,15,21,0.7142857142857143,0.7142857142857143,A2WW57XX2UVLM6
436,20,21,21,0.9523809523809523,1.0,AUZ3EJAU37NC5
4783,10,14,21,0.47619047619047616,0.6666666666666666,A1GARI2JT6EAWA
314,16,20,21,0.7619047619047619,0.9523809523809523,A3MPYY310WUHWI
3968,6,9,21,0.2857142857142857,0.42857142857142855,A2AIE9DO5QSVBD
1305,8,15,20,0.4,0.75,A2AYSFGUP5VTY3
8758,7,8,20,0.35,0.4,A3RFXU3P0XKKF4
730,10,18,20,0.5,0.9,A2SY92ZXU2FOEU
286,11,12,20,0.55,0.6,AU6DIIDZK2OQM
4230,11,20,20,0.55,1.0,A2OCDK0BOW6UCY
130,5,11,20,0.25,0.55,A1RAUVCWYHTQI4
7586,8,15,20,0.4,0.75,ATK1PI2HWROER
842,13,16,20,0.65,0.8,A1F3DFRPGVEUI8
3945,9,13,20,0.45,0.65,A2RQ0AT4XZUIXL
2097,11,14,20,0.55,0.7,AJDYDG7YZY9QL
10197,10,12,20,0.5,0.6,A3NLJZI5NEOT0K
3826,16,18,20,0.8,0.9,A3DQWFWINN3V5A
7348,11,16,20,0.55,0.8,A27OBJA1YDQFZI
353,12,14,20,0.6,0.7,A3IJHV3XZZEED5
1524,13,19,20,0.65,0.95,A2V92F5R7MLCVI
1682,6,12,19,0.3157894736842105,0.631578947368421,A277GP2U2TXH51
2026,14,17,19,0.7368421052631579,0.8947368421052632,A32FO4CA2NKEBS
829,19,19,19,1.0,1.0,A2N5F97CTKEOTR
2772,19,19,19,1.0,1.0,A1TYDLL929RD0N
3893,15,18,19,0.7894736842105263,0.9473684210526315,A1AKQ1YUS4BT82
3234,0,0,19,0.0,0.0,A2VKWLCNZF4ZVB
5092,18,19,19,0.9473684210526315,1.0,A3LNU5OKNIZV21
5907,16,16,19,0.8421052631578947,0.8421052631578947,ALHDS6ALNS9HL
1921,19,19,19,1.0,1.0,A2KN1WNA76HQS6
657,5,9,19,0.2631578947368421,0.47368421052631576,A680RUE1FDO8B
1854,4,9,19,0.21052631578947367,0.47368421052631576,A4R8GJX3UZ1I
3203,4,8,19,0.21052631578947367,0.42105263157894735,A303U1MOXG5R1F
4078,6,6,19,0.3157894736842105,0.3157894736842105,APTVNT7U6RZC3
456,19,19,19,1.0,1.0,A2TTHQTPYO88EL
3022,15,15,19,0.7894736842105263,0.7894736842105263,A5S98AEI9WI7Y
3115,4,6,19,0.21052631578947367,0.3157894736842105,A16IITISD2LAX0
137,1,2,19,0.05263157894736842,0.10526315789473684,A3QBCX2QMKJ7AH
2488,19,19,19,1.0,1.0,A3GWE80SUGORJD
7,15,16,19,0.7894736842105263,0.8421052631578947,AM09IO8QXEB1B
390,11,17,19,0.5789473684210527,0.8947368421052632,A2VPX1QH62VSMH
6718,12,15,19,0.631578947368421,0.7894736842105263,A365960EQEGKPO
3310,9,11,19,0.47368421052631576,0.5789473684210527,A9LAPV8XNKZVZ
10387,19,19,19,1.0,1.0,A3BSM1MMD6QHIP
7768,16,16,18,0.8888888888888888,0.8888888888888888,A2NHD7LUXVGTD3
1378,12,16,18,0.6666666666666666,0.8888888888888888,AP2GQVQC1DZ5Q
495,16,18,18,0.8888888888888888,1.0,A2LNHLLIDZLZ21
845,5,13,18,0.2777777777777778,0.7222222222222222,A1GOGSMOXRTYW8
1330,9,13,18,0.5,0.7222222222222222,AYT4FJYVCHYLE
1164,12,17,18,0.6666666666666666,0.9444444444444444,A2MF4TISBBQT5A
4848,16,16,18,0.8888888888888888,0.8888888888888888,A1ZHEK7NJJWKE9
3550,12,13,18,0.6666666666666666,0.7222222222222222,A2F3M93RRLFQNJ
7216,9,11,18,0.5,0.6111111111111112,A2E3GFHUDNPYDH
5124,8,13,18,0.4444444444444444,0.7222222222222222,A2SI6BNK5SWSMD
548,16,18,18,0.8888888888888888,1.0,ARACFU5SUPKC2
4007,8,10,18,0.4444444444444444,0.5555555555555556,ANH8VL45X2L1S
1899,14,16,18,0.7777777777777778,0.8888888888888888,A2O9HU1K7TCF7B
7793,5,7,18,0.2777777777777778,0.3888888888888889,AUHG8KSHI529U
8630,17,18,18,0.9444444444444444,1.0,A3RF010MX29BQP
177,3,4,18,0.16666666666666666,0.2222222222222222,A24505CR98NLLV
2137,9,12,18,0.5,0.6666666666666666,A2QZVW56O4WSBT
2575,14,16,18,0.7777777777777778,0.8888888888888888,A3IR2O2V9V2DI4
1198,6,10,18,0.3333333333333333,0.5555555555555556,AITIU2DG1MM4A
4418,9,15,18,0.5,0.8333333333333334,ABMX8XUNPR3LP
4594,3,5,18,0.16666666666666666,0.2777777777777778,A2HM0BZWQRV1EF
7760,13,16,18,0.7222222222222222,0.8888888888888888,A3IFSX2HIS08DS
1286,14,15,18,0.7777777777777778,0.8333333333333334,AOKGRSAS5VNS3
345,17,18,18,0.9444444444444444,1.0,A2DLQZRMYHP3BL
3134,10,16,18,0.5555555555555556,0.8888888888888888,A39ABKRS1MKFTW
5717,15,17,18,0.8333333333333334,0.9444444444444444,A1T9P4HXF0F2NS
222,6,12,18,0.3333333333333333,0.6666666666666666,A8IPQ1Q1O7YX5
998,18,18,18,1.0,1.0,A1TOA70QQTSACA
2166,9,11,18,0.5,0.6111111111111112,A3QVAKVRAH657N
2406,16,17,18,0.8888888888888888,0.9444444444444444,A2T9L5G8GL6JWJ
1750,2,5,18,0.1111111111111111,0.2777777777777778,A2TUA4VWCMNXI
200,15,17,17,0.8823529411764706,1.0,A3RSYUJYM6G4A3
8205,9,11,17,0.5294117647058824,0.6470588235294118,AW3VZ5O895LRK
4261,13,17,17,0.7647058823529411,1.0,A1JIORXQ38G0NR
5985,11,14,17,0.6470588235294118,0.8235294117647058,A30KEXFT9SILL6
5613,13,15,17,0.7647058823529411,0.8823529411764706,A231LBC8EGPO5L
3164,9,11,17,0.5294117647058824,0.6470588235294118,A2B1GZIRD6W646
1205,9,16,17,0.5294117647058824,0.9411764705882353,A2RPZTZP8W80W
5077,5,10,17,0.29411764705882354,0.5882352941176471,A396R6L5W7VHXB
284,13,13,17,0.7647058823529411,0.7647058823529411,A2TWBMSMBXFJKE
2835,7,14,17,0.4117647058823529,0.8235294117647058,A3RHTYOGSITLWN
2306,8,11,17,0.47058823529411764,0.6470588235294118,A1TPW86OHXTXFC
1062,15,15,17,0.8823529411764706,0.8823529411764706,AM83WJG9BE2EP
1961,10,10,17,0.5882352941176471,0.5882352941176471,A13OFOB1394G31
6846,5,6,17,0.29411764705882354,0.35294117647058826,A232HUAELH5J6V
4091,17,17,17,1.0,1.0,AW6LFD2DHBF4L
4767,8,10,17,0.47058823529411764,0.5882352941176471,A44OY8EFDM4IP
1134,10,11,17,0.5882352941176471,0.6470588235294118,API7ZTCGQ7TXP
2292,17,17,17,1.0,1.0,A3LXRIY0HE71K
704,17,17,17,1.0,1.0,A2NQW4VU0BTHQZ
760,15,16,17,0.8823529411764706,0.9411764705882353,A336FE20YZZL3A
4864,2,5,17,0.11764705882352941,0.29411764705882354,A136YD08SCJ2LV
3287,8,10,17,0.47058823529411764,0.5882352941176471,A3U29LBT749HJ0
9579,10,15,17,0.5882352941176471,0.8823529411764706,A2X2WTEVCZ5L8N
1073,12,14,17,0.7058823529411765,0.8235294117647058,AVO3NDENWYHEH
6230,15,16,16,0.9375,1.0,A1D4X23GWOXDEH
3064,8,13,16,0.5,0.8125,A19KLUZ1XD3SRN
4430,6,7,16,0.375,0.4375,AQ6AGWKWMTY8H
2453,13,15,16,0.8125,0.9375,AN3D3M8MJ07BQ
813,2,4,16,0.125,0.25,A30TK6U7DNS82R
2765,12,12,16,0.75,0.75,A1DK7AQ0RSPXCJ
532,14,14,16,0.875,0.875,A2KBHSK5BS35BH
6582,9,12,16,0.5625,0.75,A10XN3J1JEXLTJ
6588,10,12,16,0.625,0.75,A2YQ0ULTPTMHJS
999,9,10,16,0.5625,0.625,A33N05GF31KN8N
6618,13,15,16,0.8125,0.9375,A1LV6ASU8XVF1B
4819,15,15,16,0.9375,0.9375,A3RK5D0VVDGCPP
7773,5,8,16,0.3125,0.5,A1JV4QKTEB7QBL
131,9,12,16,0.5625,0.75,A8YXCAV8NQ5PP
558,13,14,16,0.8125,0.875,AMVC9WTXYKNJ1
763,15,16,16,0.9375,1.0,A2F63GO7VQCMJ7
263,15,15,16,0.9375,0.9375,A244C0ORREA3N5
337,15,16,16,0.9375,1.0,A3NP9H53JZ4DR0
9847,12,14,16,0.75,0.875,A3JDPO6DEIHFPC
12222,15,15,16,0.9375,0.9375,A21GXU3DDWOPI8
6680,11,12,16,0.6875,0.75,A1NC9AGZOBI0M1
2996,6,9,16,0.375,0.5625,A3OJFPKMCXKOM0
9427,8,14,16,0.5,0.875,A3V5KBIS9TWUVY
1967,10,14,16,0.625,0.875,A265NE6H6LYX87
1753,7,10,16,0.4375,0.625,A3BH49ZKESHDID
2257,8,12,16,0.5,0.75,A1D7CDK7HS68NP
5187,13,15,16,0.8125,0.9375,A3ABPSWQZDPHI7
1431,13,14,16,0.8125,0.875,A1G7ARAETL1FP8
3747,12,14,16,0.75,0.875,A1NKHQ9L0KIIB5
4930,13,14,16,0.8125,0.875,A3FG0FQHNV2UP2
4138,7,9,16,0.4375,0.5625,A2XCLJRGFANRC
662,16,16,16,1.0,1.0,A1826E02TONM9I
7170,16,16,16,1.0,1.0,A3E9H5ZVB53NO0
6922,12,14,16,0.75,0.875,AW0B5E58XCBLO
8472,14,15,16,0.875,0.9375,A3A3Q7KGD3JFD9
3374,9,12,16,0.5625,0.75,AJ9AE2BVND0GS
1162,12,13,16,0.75,0.8125,A34UTL4AVX80MK
4962,14,15,15,0.9333333333333333,1.0,A10SXQMQBJ2L
5329,14,14,15,0.9333333333333333,0.9333333333333333,A1M4NJYP0WNL8Q
2892,7,13,15,0.4666666666666667,0.8666666666666667,AOTMP0OKJOUWI
1293,3,4,15,0.2,0.26666666666666666,A1L43KWWR05PCS
405,3,4,15,0.2,0.26666666666666666,A3KCMEJTRQHNAP
10332,9,11,15,0.6,0.7333333333333333,A1RECBDKHVOJMW
5141,4,5,15,0.26666666666666666,0.3333333333333333,AWFMGDUUGNGYW
1320,12,13,15,0.8,0.8666666666666667,A359U0JFFZ0Q04
5538,15,15,15,1.0,1.0,A1JLU5H1CCENWX
432,8,10,15,0.5333333333333333,0.6666666666666666,A2B9Y0WXNSN17U
395,11,12,15,0.7333333333333333,0.8,A3PATLW8T3PQV7
11784,9,10,15,0.6,0.6666666666666666,A257XGMVGITLCT
274,5,5,15,0.3333333333333333,0.3333333333333333,AKMEY1BSHSDG7
8272,14,15,15,0.9333333333333333,1.0,A2G2PUX1JP4RZR
5062,15,15,15,1.0,1.0,A2P8V0C0A3O3YV
853,15,15,15,1.0,1.0,A33Z7O75Z6DE0E
201,1,2,15,0.06666666666666667,0.13333333333333333,A328S9RN3U5M68
3989,3,3,15,0.2,0.2,A1623N94C3XATU
621,1,6,15,0.06666666666666667,0.4,ACEOOCYZRPWF3
1826,8,10,15,0.5333333333333333,0.6666666666666666,A2X29H96X7C3XJ
3275,9,12,15,0.6,0.8,A3R9H6OKZHHRJD
1423,9,12,15,0.6,0.8,A3KEZLJ59C1JVH
3268,11,14,15,0.7333333333333333,0.9333333333333333,A23OLHL5RPQKLP
11073,13,15,15,0.8666666666666667,1.0,A1KZ6HQPP5S5DN
7705,4,5,15,0.26666666666666666,0.3333333333333333,A2VE83MZF98ITY
4123,6,10,15,0.4,0.6666666666666666,A2VCGJLKGK2WJJ
4144,13,14,15,0.8666666666666667,0.9333333333333333,A1Z1F8JP032EV2
3465,6,7,15,0.4,0.4666666666666667,AAR8E3JF9K93P
2215,13,14,15,0.8666666666666667,0.9333333333333333,A11L3YX5WIDKJ
3228,13,13,15,0.8666666666666667,0.8666666666666667,A1JMSX54DO3LOP
701,3,4,15,0.2,0.26666666666666666,A1XXJ6I7K2I7SI
785,6,11,15,0.4,0.7333333333333333,A18M68DE1Y6W51
2101,5,8,15,0.3333333333333333,0.5333333333333333,AIO247KHD2O40
48,14,14,15,0.9333333333333333,0.9333333333333333,A1OTJH9MJPSB0C
997,7,8,15,0.4666666666666667,0.5333333333333333,A2ZY49IDE6TY5I
3118,5,6,15,0.3333333333333333,0.4,A244OF3K701OS1
2021,15,15,15,1.0,1.0,A2NJXEMXWG0SPW
3845,9,12,15,0.6,0.8,A29NUB3P6YIWZG
613,15,15,15,1.0,1.0,A3BL52W1E7T48L
894,10,11,15,0.6666666666666666,0.7333333333333333,A3DXVYD2TQHWGD
3584,9,10,15,0.6,0.6666666666666666,A1LKSZ9CYJ6829
5845,7,13,15,0.4666666666666667,0.8666666666666667,A2GSDL0CJN3HTS
1365,5,7,14,0.35714285714285715,0.5,A5GYYHY2KI5CI
728,6,6,14,0.42857142857142855,0.42857142857142855,A1IU7S4HCK1XK0
317,7,11,14,0.5,0.7857142857142857,A17FLA8HQOFVIG
12006,13,14,14,0.9285714285714286,1.0,A3CCG7X3TYUCCN
474,9,11,14,0.6428571428571429,0.7857142857142857,A16QODENBJVUI1
9604,1,3,14,0.07142857142857142,0.21428571428571427,A2C27IQUH9N1Z
3807,13,14,14,0.9285714285714286,1.0,A1U09Q4OP6XIK6
4151,10,12,14,0.7142857142857143,0.8571428571428571,A2DER7R7N0DL3C
2944,0,0,14,0.0,0.0,A1YLHSCBYXSDG8
2062,14,14,14,1.0,1.0,AL0LTL9QRB3KY
2721,3,7,14,0.21428571428571427,0.5,A246RNOSR76X3T
326,10,13,14,0.7142857142857143,0.9285714285714286,A19O53R0L0W4O7
796,5,9,14,0.35714285714285715,0.6428571428571429,A319KYEIAZ3SON
7187,6,9,14,0.42857142857142855,0.6428571428571429,A37BRR2L8PX3R2
6485,3,6,14,0.21428571428571427,0.42857142857142855,A6OEMGVJ017X0
4959,9,11,14,0.6428571428571429,0.7857142857142857,A1KYJA5YM1479G
2124,14,14,14,1.0,1.0,AXHETL0M8XZPT
2081,7,12,14,0.5,0.8571428571428571,AG4U11RFDY7LU
1856,4,7,14,0.2857142857142857,0.5,AK7CAW3N1XZV6
1318,6,7,14,0.42857142857142855,0.5,A1DYMH30TSRONY
3342,13,13,14,0.9285714285714286,0.9285714285714286,A2EROLHNRQ09CY
336,11,12,14,0.7857142857142857,0.8571428571428571,A2T1B8LGQRYCEA
552,3,6,14,0.21428571428571427,0.42857142857142855,A1ER5AYS3FQ9O3
6237,12,14,14,0.8571428571428571,1.0,A1W1G846DJ5HFL
4164,7,11,14,0.5,0.7857142857142857,A3QS5UYAGHF4IU
2445,9,12,14,0.6428571428571429,0.8571428571428571,A3RPAQK4FJ3I0L
3179,14,14,14,1.0,1.0,A2WAFPFHWKU8Q6
223,9,10,14,0.6428571428571429,0.7142857142857143,A11XAIFA10G7TS
5719,12,13,14,0.8571428571428571,0.9285714285714286,A2F35SS0RKWSO2
6047,11,13,14,0.7857142857142857,0.9285714285714286,ASPABROV8R7M5
3052,13,14,14,0.9285714285714286,1.0,A331IHH6S1V861
2443,8,11,14,0.5714285714285714,0.7857142857142857,A2TBZAC0XYHLIB
2448,12,13,14,0.8571428571428571,0.9285714285714286,A2MZ8TXGPG607T
10649,11,14,14,0.7857142857142857,1.0,A1IRV5S2ABCMPH
3614,9,11,14,0.6428571428571429,0.7857142857142857,APRY1W9VFEFQ6
391,2,5,14,0.14285714285714285,0.35714285714285715,A2F3SXHT6RBV81
4445,6,12,14,0.42857142857142855,0.8571428571428571,A2P739KOM4U5JB
1407,9,13,14,0.6428571428571429,0.9285714285714286,A3A7DII49DAMF
4474,5,6,14,0.35714285714285715,0.42857142857142855,A1M1Y5UGONAW06
538,11,12,14,0.7857142857142857,0.8571428571428571,A8RLEWFNKPEDW
2400,11,13,14,0.7857142857142857,0.9285714285714286,A2KHLFZN6KEQ6M
980,8,12,14,0.5714285714285714,0.8571428571428571,A31TVT9DSU5HL1
365,10,12,14,0.7142857142857143,0.8571428571428571,AX0ZTNX6KVJ40
3019,12,13,14,0.8571428571428571,0.9285714285714286,A3MSJA59Y115A
1674,5,6,14,0.35714285714285715,0.42857142857142855,ANOBZWKE25SBY
5654,6,11,14,0.42857142857142855,0.7857142857142857,AJD41FBJD9010
4302,14,14,14,1.0,1.0,A1GFNUEF9RKSSJ
210,12,14,14,0.8571428571428571,1.0,AA2R1HZQKBNAN
5150,0,2,14,0.0,0.14285714285714285,A1F2SEN1CNDLYB
1806,5,7,14,0.35714285714285715,0.5,A2RPIGO3G4M6GN
936,10,13,14,0.7142857142857143,0.9285714285714286,A2EHSB26B1U4X2
2319,12,12,14,0.8571428571428571,0.8571428571428571,A1DW4U1LQV0XW7
3211,8,11,14,0.5714285714285714,0.7857142857142857,A32XGYDA14KT13
15875,13,14,14,0.9285714285714286,1.0,A3NEAPXJU4KWBZ
848,13,13,13,1.0,1.0,A1G8W195TFF9T0
866,12,13,13,0.9230769230769231,1.0,A289RR8M1Y1ON1
396,5,9,13,0.38461538461538464,0.6923076923076923,AVL5IDEE8YA3D
910,10,11,13,0.7692307692307693,0.8461538461538461,AZPMV1PM3ISSL
13592,7,9,13,0.5384615384615384,0.6923076923076923,A1K6AA9Q9XF77P
7523,0,3,13,0.0,0.23076923076923078,A1OX82JPAQLL60
1676,11,13,13,0.8461538461538461,1.0,A1WH5J3AP5JR7H
1669,11,13,13,0.8461538461538461,1.0,A3E7JV1NVLRRCO
940,5,7,13,0.38461538461538464,0.5384615384615384,A2PWUIQG57O1AZ
5823,10,12,13,0.7692307692307693,0.9230769230769231,A126YLPKFPNQDS
6955,9,11,13,0.6923076923076923,0.8461538461538461,AHHU34NT0HTR1
6249,8,10,13,0.6153846153846154,0.7692307692307693,A16QQ78I8J29PA
2501,12,12,13,0.9230769230769231,0.9230769230769231,A373R1CJT7JEKT
5865,7,11,13,0.5384615384615384,0.8461538461538461,AT0E6UBVJMJ6W
5919,7,10,13,0.5384615384615384,0.7692307692307693,A2386P602G9547
5721,7,9,13,0.5384615384615384,0.6923076923076923,A4FX5YCJA630V
5962,7,7,13,0.5384615384615384,0.5384615384615384,A26BVUB2YJMGB7
2564,2,3,13,0.15384615384615385,0.23076923076923078,A27KTPDJQ0U7I6
5715,2,3,13,0.15384615384615385,0.23076923076923078,A24992STMFU90
6055,10,11,13,0.7692307692307693,0.8461538461538461,A2CVXUY1EYQGGA
2396,5,7,13,0.38461538461538464,0.5384615384615384,A2Z4KA3EFQWZOX
5676,10,11,13,0.7692307692307693,0.8461538461538461,A6R7UMU1J68XQ
12484,9,10,13,0.6923076923076923,0.7692307692307693,A3T0OTH5072YRE
6104,7,12,13,0.5384615384615384,0.9230769230769231,A3F7GJ547NUYY5
2340,4,8,13,0.3076923076923077,0.6153846153846154,A38AAPXSJN4C5G
675,9,10,13,0.6923076923076923,0.7692307692307693,A1HA6KZZNDCME9
491,7,7,13,0.5384615384615384,0.5384615384615384,A1I2O9Y3X3HXLS
6935,10,11,13,0.7692307692307693,0.8461538461538461,A215WH6RUDUCMP
6260,7,10,13,0.5384615384615384,0.7692307692307693,A1CDNTB7377YH2
8086,8,10,13,0.6153846153846154,0.7692307692307693,AS6SH2JM2YY3H
2281,8,9,13,0.6153846153846154,0.6923076923076923,AY9CVOJGDAKL6
